city_no,city,country_no,country
4058,Nuevo Laredo,128,Mexico
4059,Colima,128,Mexico
4060,Campeche,128,Mexico
4061,Oaxaca,128,Mexico
4062,Leon,128,Mexico
4063,Tijuana,128,Mexico
4064,Chihuahua,128,Mexico
4065,Mazatlan,128,Mexico
4066,Tampico,128,Mexico
4067,Acapulco,128,Mexico
4068,Veracruz,128,Mexico
4069,Tuxtla Gutierrez,128,Mexico
4070,Cancun,128,Mexico
4071,Merida,128,Mexico
4072,Guadalajara,128,Mexico
4073,Puebla,128,Mexico
4074,Monterrey,128,Mexico
4075,Mexico City,128,Mexico
4076,Dubasari,129,Moldova
4077,Balti,129,Moldova
4078,Cahul,129,Moldova
4079,Tiraspol,129,Moldova
4080,Chisinau,129,Moldova
4081,Monaco,130,Monaco
4082,Suchboatar,131,Mongolia
4083,Dzuunmod,131,Mongolia
4084,Tsetserleg,131,Mongolia
4085,Olgiy,131,Mongolia
4086,Ulaan-Uul,131,Mongolia
4087,Hodrogo,131,Mongolia
4088,Buyant-Uhaa,131,Mongolia
4089,Ondorhaan,131,Mongolia
4090,Bayankhongor,131,Mongolia
4091,Uliastay,131,Mongolia
4092,Altay,131,Mongolia
4093,Moron,131,Mongolia
4094,Ulaangom,131,Mongolia
4095,Bulgan,131,Mongolia
4096,Mandalgovi,131,Mongolia
4097,Darhan,131,Mongolia
4098,Dzuunharaa,131,Mongolia
4099,Arvayheer,131,Mongolia
4100,Baruun Urt,131,Mongolia
4101,Dalandzadgad,131,Mongolia
4102,Dund-Us,131,Mongolia
4103,Choybalsan,131,Mongolia
4104,Erdenet,131,Mongolia
4105,Ulaanbaatar,131,Mongolia
4106,Podgorica,132,Montenegro
4107,Ksar El Kebir,133,Morocco
4108,Larache,133,Morocco
4109,Taza,133,Morocco
4110,Ouezzane,133,Morocco
4111,Kenitra,133,Morocco
4112,Settat,133,Morocco
4113,Er Rachidia,133,Morocco
4114,Meknes,133,Morocco
4115,Tiznit,133,Morocco
4116,El Jadida,133,Morocco
4117,Dawra,133,Morocco
4118,Lemsid,133,Morocco
4119,Tan Tan,133,Morocco
4120,Bir Anzarane,133,Morocco
4121,Tangier,133,Morocco
4122,Agadir,133,Morocco
4123,Goulimine,133,Morocco
4124,Smara,133,Morocco
4125,Ad Dakhla,133,Morocco
4126,Oujda,133,Morocco
4127,Safi,133,Morocco
4128,Laayoune,133,Morocco
4129,Fez,133,Morocco
4130,Rabat,133,Morocco
4131,Marrakesh,133,Morocco
4132,Casablanca,133,Morocco
4133,Moatize,134,Mozambique
4134,Luangwa,134,Mozambique
4135,Manica,134,Mozambique
4136,Espungabera,134,Mozambique
4137,Montepuez,134,Mozambique
4138,Mocimboa,134,Mozambique
4139,Marrupa,134,Mozambique
4140,Cuamba,134,Mozambique
4141,Ligonha,134,Mozambique
4142,Macia,134,Mozambique
4143,Massangena,134,Mozambique
4144,Mapai,134,Mozambique
4145,Dondo,134,Mozambique
4146,Chiramba,134,Mozambique
4147,Mocuba,134,Mozambique
4148,Nicuadala,134,Mozambique
4149,Maxixe,134,Mozambique
4150,Panda,134,Mozambique
4151,Quissico,134,Mozambique
4152,Vilanculos,134,Mozambique
4153,Matola,134,Mozambique
4154,Chimoio,134,Mozambique
4155,Lichinga,134,Mozambique
4156,Angoche,134,Mozambique
4157,Mocambique,134,Mozambique
4158,Inhambane,134,Mozambique
4159,Tete,134,Mozambique
4160,Pemba,134,Mozambique
4161,Nampula,134,Mozambique
4162,Xai-Xai,134,Mozambique
4163,Quelimane,134,Mozambique
4164,Nacala,134,Mozambique
4165,Beira,134,Mozambique
4166,Maputo,134,Mozambique
4167,Loikaw,135,Myanmar
4168,Pa-an,135,Myanmar
4169,Hakha,135,Myanmar
4170,Taunggyi,135,Myanmar
4171,Sagaing,135,Myanmar
4172,Myingyan,135,Myanmar
4173,Letpadan,135,Myanmar
4174,Taungoo,135,Myanmar
4175,Thongwa,135,Myanmar
4176,Mudon,135,Myanmar
4177,Ye,135,Myanmar
4178,Mawlamyine,135,Myanmar
4179,Kyaukphyu,135,Myanmar
4180,Wakema,135,Myanmar
4181,Labutta,135,Myanmar
4182,Phyarpon,135,Myanmar
4183,Yandoon,135,Myanmar
4184,Hinthada,135,Myanmar
4185,Pathein,135,Myanmar
4186,Allanmyo,135,Myanmar
4187,Yaynangyoung,135,Myanmar
4188,Chauk,135,Myanmar
4189,Pakokku,135,Myanmar
4190,Namtu,135,Myanmar
4191,Dawei,135,Myanmar
4192,Shwebo,135,Myanmar
4193,Bago,135,Myanmar
4194,Pyu,135,Myanmar
4195,Pyay,135,Myanmar
4196,Magway,135,Myanmar
4197,Myitkyina,135,Myanmar
4198,Monywa,135,Myanmar
4199,Myeik,135,Myanmar
4200,Mandalay,135,Myanmar
4201,Sittwe,135,Myanmar
4202,Naypyidaw,135,Myanmar
4203,Rangoon,135,Myanmar
4204,Omaruru,136,Namibia
4205,Karibib,136,Namibia
4206,Otavi,136,Namibia
4207,Gobabis,136,Namibia
4208,Karasburg,136,Namibia
4209,Bethanie,136,Namibia
4210,Oranjemund,136,Namibia
4211,Mariental,136,Namibia
4212,Rehoboth,136,Namibia
4213,Outjo,136,Namibia
4214,Opuwo,136,Namibia
4215,Usakos,136,Namibia
4216,Okahandja,136,Namibia
4217,Otjiwarongo,136,Namibia
4218,Oshikango,136,Namibia
4219,Cuangar,136,Namibia
4220,Katima Mulilo,136,Namibia
4221,Keetmanshoop,136,Namibia
4222,Maltahöhe,136,Namibia
4223,Swakopmund,136,Namibia
4224,Ongwediva,136,Namibia
4225,Rundu,136,Namibia
4226,Tsumeb,136,Namibia
4227,Lüderitz,136,Namibia
4228,Walvis Bay,136,Namibia
4229,Windhoek,136,Namibia
4230,Grootfontein,136,Namibia
4231,Salyan,137,Nepal
4232,Baglung,137,Nepal
4233,Jumla,137,Nepal
4234,Bhairawa,137,Nepal
4235,Dandeldhura,137,Nepal
4236,Dhangarhi,137,Nepal
4237,Ramechhap,137,Nepal
4238,Bhimphedi,137,Nepal
4239,Rajbiraj,137,Nepal
4240,Ilam,137,Nepal
4241,Lalitpur,137,Nepal
4242,Hetauda,137,Nepal
4243,Nepalganj,137,Nepal
4244,Birganj,137,Nepal
4245,Biratnagar,137,Nepal
4246,Pokhara,137,Nepal
4247,Kathmandu,137,Nepal
4248,Assen,138,Netherlands
4249,Arnhem,138,Netherlands
4250,Maastricht,138,Netherlands
4251,Zwolle,138,Netherlands
4252,Middelburg,138,Netherlands
4253,'s-Hertogenbosch,138,Netherlands
4254,Eindhoven,138,Netherlands
4255,Leeuwarden,138,Netherlands
4256,Groningen,138,Netherlands
4257,Utrecht,138,Netherlands
4258,Haarlem,138,Netherlands
4259,Rotterdam,138,Netherlands
4260,The Hague,138,Netherlands
4261,Amsterdam,138,Netherlands
4262,Noumea,139,New Caledonia
4263,Greymouth,140,New Zealand
4264,Upper Hutt,140,New Zealand
4265,Masterton,140,New Zealand
4266,Levin,140,New Zealand
4267,Waitakere,140,New Zealand
4268,Takapuna,140,New Zealand
4269,Whakatane,140,New Zealand
4270,Ashburton,140,New Zealand
4271,Kaiapoi,140,New Zealand
4272,New Plymouth,140,New Zealand
4273,Westport,140,New Zealand
4274,Hokitika,140,New Zealand
4275,Oamaru,140,New Zealand
4276,Palmerston North,140,New Zealand
4277,Wanganui,140,New Zealand
4278,Hastings,140,New Zealand
4279,Gisborne,140,New Zealand
4280,Rotorua,140,New Zealand
4281,Taupo,140,New Zealand
4282,Tauranga,140,New Zealand
4283,Timaru,140,New Zealand
4284,Nelson,140,New Zealand
4285,Whangarei,140,New Zealand
4286,Queenstown,140,New Zealand
4287,Invercargill,140,New Zealand
4288,Napier,140,New Zealand
4289,Manukau,140,New Zealand
4290,Hamilton,140,New Zealand
4291,Blenheim,140,New Zealand
4292,Dunedin,140,New Zealand
4293,Wellington,140,New Zealand
4294,Christchurch,140,New Zealand
4295,Auckland,140,New Zealand
4296,Somoto,141,Nicaragua
4297,Ocotal,141,Nicaragua
4298,San Carlos,141,Nicaragua
4299,Jinotepe,141,Nicaragua
4300,Jinotega,141,Nicaragua
4301,Masaya,141,Nicaragua
4302,San Juan del Sur,141,Nicaragua
4303,Esteli,141,Nicaragua
4304,Boaco,141,Nicaragua
4305,Juigalpa,141,Nicaragua
4306,Rivas,141,Nicaragua
4307,San Juan de Nicaragua,141,Nicaragua
4308,Granada,141,Nicaragua
4309,Chinandega,141,Nicaragua
4310,Matagalpa,141,Nicaragua
4311,Puerto Cabezas,141,Nicaragua
4312,Leon,141,Nicaragua
4313,Bluefields,141,Nicaragua
4314,Managua,141,Nicaragua
4315,Goure,142,Niger
4316,Gaya,142,Niger
4317,Tillaberi,142,Niger
4318,Ayorou,142,Niger
4319,Birni Nkonni,142,Niger
4320,Madaoua,142,Niger
4321,Diffa,142,Niger
4322,Nguigmi,142,Niger
4323,Dosso,142,Niger
4324,Arlit,142,Niger
4325,Djado,142,Niger
4326,Maradi,142,Niger
4327,Tahoua,142,Niger
4328,Zinder,142,Niger
4329,Niamey,142,Niger
4330,Agadez,142,Niger
4331,Umuahia,143,Nigeria
4332,Uyo,143,Nigeria
4333,Owerri,143,Nigeria
4334,Dutse,143,Nigeria
4335,Damaturu,143,Nigeria
4336,Iwo,143,Nigeria
4337,Iseyin,143,Nigeria
4338,Biu,143,Nigeria
4339,Bama,143,Nigeria
4340,Aba,143,Nigeria
4341,Opobo,143,Nigeria
4342,Orlu,143,Nigeria
4343,Oturkpo,143,Nigeria
4344,Calabar,143,Nigeria
4345,Wukari,143,Nigeria
4346,Jalingo,143,Nigeria
4347,Kontagora,143,Nigeria
4348,Bida,143,Nigeria
4349,Abeokuta,143,Nigeria
4350,Ijebu Ode,143,Nigeria
4351,Akure,143,Nigeria
4352,Ikare,143,Nigeria
4353,Owo,143,Nigeria
4354,Ondo,143,Nigeria
4355,Ado Ekiti,143,Nigeria
4356,Ife,143,Nigeria
4357,Oshogbo,143,Nigeria
4358,Oyo,143,Nigeria
4359,Awka,143,Nigeria
4360,Onitsha,143,Nigeria
4361,Azare,143,Nigeria
4362,Bauchi,143,Nigeria
4363,Gombe,143,Nigeria
4364,Kumo,143,Nigeria
4365,Sapele,143,Nigeria
4366,Nsukka,143,Nigeria
4367,Lokoja,143,Nigeria
4368,Idah,143,Nigeria
4369,Lafia,143,Nigeria
4370,Keffi,143,Nigeria
4371,Funtua,143,Nigeria
4372,Katsina,143,Nigeria
4373,Gusau,143,Nigeria
4374,Nguru,143,Nigeria
4375,Gashua,143,Nigeria
4376,Potiskum,143,Nigeria
4377,Birnin Kebbi,143,Nigeria
4378,Koko,143,Nigeria
4379,Mubi,143,Nigeria
4380,Numan,143,Nigeria
4381,Ilorin,143,Nigeria
4382,Minna,143,Nigeria
4383,Zaria,143,Nigeria
4384,Jos,143,Nigeria
4385,Yola,143,Nigeria
4386,Benin City,143,Nigeria
4387,Maiduguri,143,Nigeria
4388,Port Harcourt,143,Nigeria
4389,Makurdi,143,Nigeria
4390,Ibadan,143,Nigeria
4391,Ogbomosho,143,Nigeria
4392,Warri,143,Nigeria
4393,Kaduna,143,Nigeria
4394,Enugu,143,Nigeria
4395,Sokoto,143,Nigeria
4396,Abuja,143,Nigeria
4397,Kano,143,Nigeria
4398,Lagos,143,Nigeria
4399,Sariwon,144,North Korea
4400,Sin-Ni,144,North Korea
4401,Changyon,144,North Korea
4402,Anbyon,144,North Korea
4403,Munchon,144,North Korea
4404,Kaesong,144,North Korea
4405,Chosan,144,North Korea
4406,Manpo,144,North Korea
4407,Sunchon,144,North Korea
4408,Kimhyonggwon,144,North Korea
4409,Pyongsan,144,North Korea
4410,Ongjin,144,North Korea
4411,Haeju,144,North Korea
4412,Kilchu,144,North Korea
4413,Musan,144,North Korea
4414,Sonbong,144,North Korea
4415,Kanggye,144,North Korea
4416,Hungnam,144,North Korea
4417,Taedong,144,North Korea
4418,Chongju,144,North Korea
4419,Hyeson,144,North Korea
4420,Nampo,144,North Korea
4421,Chongjin,144,North Korea
4422,Kimchaek,144,North Korea
4423,Hamhung,144,North Korea
4424,Wonsan,144,North Korea
4425,Sinuiju,144,North Korea
4426,Pyongyang,144,North Korea
4427,Kyrenia,145,Northern Cyprus
4428,Ammochostos,145,Northern Cyprus
4429,Capitol Hill,146,Northern Mariana Islands
4430,Arendal,147,Norway
4431,Vossavangen,147,Norway
4432,Leikanger,147,Norway
4433,Bærum,147,Norway
4434,Hamar,147,Norway
4435,Tønsberg,147,Norway
4436,Finnsnes,147,Norway
4437,Gjøvik,147,Norway
4438,Rørvik,147,Norway
4439,Harstad,147,Norway
4440,_lesund,147,Norway
4441,Sandnes,147,Norway
4442,Drammen,147,Norway
4443,Moss,147,Norway
4444,Steinkjer,147,Norway
4445,Svolvær,147,Norway
4446,Mo i Rana,147,Norway
4447,Narvik,147,Norway
4448,Bodø,147,Norway
4449,Haugesund,147,Norway
4450,Stavanger,147,Norway
4451,Skien,147,Norway
4452,Namsos,147,Norway
4453,Alta,147,Norway
4454,Vadsø,147,Norway
4455,Molde,147,Norway
4456,Lillehammer,147,Norway
4457,Kirkenes,147,Norway
4458,Kristiansand,147,Norway
4459,Hammerfest,147,Norway
4460,Tromsø,147,Norway
4461,Trondheim,147,Norway
4462,Bergen,147,Norway
4463,Oslo,147,Norway
4464,Alayat Samail,148,Oman
4465,Dawwah,148,Oman
4466,Mirbat,148,Oman
4467,Ibri,148,Oman
4468,Salalah,148,Oman
4469,Suhar,148,Oman
4470,As Sib,148,Oman
4471,Nizwa,148,Oman
4472,Sur,148,Oman
4473,Muscat,148,Oman
4474,Parachinar,149,Pakistan
4475,Sialkote,149,Pakistan
4476,Sheikhu Pura,149,Pakistan
4477,Gujrat,149,Pakistan
4478,Sahiwal,149,Pakistan
4479,Chiniot,149,Pakistan
4480,Rahim Yar Khan,149,Pakistan
4481,Mansehra,149,Pakistan
4482,Kohat,149,Pakistan
4483,Abbottabad,149,Pakistan
4484,Mardan,149,Pakistan
4485,Gwadar,149,Pakistan
4486,Zhob,149,Pakistan
4487,Gilgit,149,Pakistan
4488,Kasur,149,Pakistan
4489,Kundian,149,Pakistan
4490,Okara,149,Pakistan
4491,Jhang,149,Pakistan
4492,Sargodha,149,Pakistan
4493,Dera Ghazi Khan,149,Pakistan
4494,Sadiqabad,149,Pakistan
4495,Nawabshah,149,Pakistan
4496,Bannu,149,Pakistan
4497,Dera Ismail Khan,149,Pakistan
4498,Chaman,149,Pakistan
4499,Turbat,149,Pakistan
4500,Faisalabad,149,Pakistan
4501,Rawalpindi,149,Pakistan
4502,Bahawalpur,149,Pakistan
4503,Mirput Khas,149,Pakistan
4504,Sukkur,149,Pakistan
4505,Saidu,149,Pakistan
4506,Gujranwala,149,Pakistan
4507,Quetta,149,Pakistan
4508,Larkana,149,Pakistan
4509,Islamabad,149,Pakistan
4510,Multan,149,Pakistan
4511,Hyderabad,149,Pakistan
4512,Peshawar,149,Pakistan
4513,Lahore,149,Pakistan
4514,Karachi,149,Pakistan
4515,Koror,150,Palau
4516,Melekeok,150,Palau
4517,Ramallah,151,Palestine
4518,Al Khalil,151,Palestine
4519,Nablus,151,Palestine
4520,Gaza,151,Palestine
4521,El Porvenir,152,Panama
4522,Penonome,152,Panama
4523,Chitre,152,Panama
4524,Jaque,152,Panama
4525,Bocas del Toro,152,Panama
4526,Almirante,152,Panama
4527,Las Tablas,152,Panama
4528,Santiago,152,Panama
4529,La Palma,152,Panama
4530,Colon,152,Panama
4531,Balboa,152,Panama
4532,Puerto Armuelles,152,Panama
4533,David,152,Panama
4534,Panama City,152,Panama
4535,Wabag,153,Papua New Guinea
4536,Vanimo,153,Papua New Guinea
4537,Kundiawa,153,Papua New Guinea
4538,Kerema,153,Papua New Guinea
4539,Arawa,153,Papua New Guinea
4540,Lorengau,153,Papua New Guinea
4541,Kimbe,153,Papua New Guinea
4542,Daru,153,Papua New Guinea
4543,Sohano,153,Papua New Guinea
4544,Kieta,153,Papua New Guinea
4545,Mendi,153,Papua New Guinea
4546,Abau,153,Papua New Guinea
4547,Alotau,153,Papua New Guinea
4548,Popondetta,153,Papua New Guinea
4549,Hoskins,153,Papua New Guinea
4550,Wewak,153,Papua New Guinea
4551,Madang,153,Papua New Guinea
4552,Kavieng,153,Papua New Guinea
4553,Goroka,153,Papua New Guinea
4554,Mt. Hagen,153,Papua New Guinea
4555,Rabaul,153,Papua New Guinea
4556,Lae,153,Papua New Guinea
4557,Port Moresby,153,Papua New Guinea
4558,Mariscal Estigarribia,154,Paraguay
4559,Caacupe,154,Paraguay
4560,General Eugenio Alejandrino Garay,154,Paraguay
4561,Arroyos y Esteros,154,Paraguay
4562,Villa Hayes,154,Paraguay
4563,Fortin Falcon,154,Paraguay
4564,Puerto Pinasco,154,Paraguay
4565,Pozo Colorado,154,Paraguay
4566,San Pedro,154,Paraguay
4567,San Lorenzo,154,Paraguay
4568,Ypacarai,154,Paraguay
4569,San Juan Bautista,154,Paraguay
4570,Paraguari,154,Paraguay
4571,Nacunday,154,Paraguay
4572,Coronel Oviedo,154,Paraguay
4573,Caazapa,154,Paraguay
4574,Ype Jhu,154,Paraguay
4575,Encarnacion,154,Paraguay
4576,Coronel Bogado,154,Paraguay
4577,Fuerte Olimpo,154,Paraguay
4578,Capitan Pablo Lagerenza,154,Paraguay
4579,La Victoria,154,Paraguay
4580,Horqueta,154,Paraguay
4581,Belen,154,Paraguay
4582,Rosario,154,Paraguay
4583,Ita,154,Paraguay
4584,Pilar,154,Paraguay
4585,Pedro Juan Caballero,154,Paraguay
4586,Bella Vista,154,Paraguay
4587,Abai,154,Paraguay
4588,Ygatimi,154,Paraguay
4589,Hohenau,154,Paraguay
4590,Concepcion,154,Paraguay
4591,Villarrica,154,Paraguay
4592,Filadelfia,154,Paraguay
4593,Ciudad del Este,154,Paraguay
4594,Asuncion,154,Paraguay
4595,Ferrenafe,155,Peru
4596,Motupe,155,Peru
4597,Mollendo,155,Peru
4598,Urubamba,155,Peru
4599,Santo Tomas,155,Peru
4600,Putina,155,Peru
4601,Casma,155,Peru
4602,Tournavista,155,Peru
4603,Huamachuco,155,Peru
4604,Otuzco,155,Peru
4605,Lamas,155,Peru
4606,Nauta,155,Peru
4607,Puquio,155,Peru
4608,Chosica,155,Peru
4609,Satipo,155,Peru
4610,Tarma,155,Peru
4611,La Oroya,155,Peru
4612,Huaura,155,Peru
4613,Huacho,155,Peru
4614,Pimentel,155,Peru
4615,Olmos,155,Peru
4616,Sechura,155,Peru
4617,Chulucanas,155,Peru
4618,Sullana,155,Peru
4619,Abancay,155,Peru
4620,Camana,155,Peru
4621,Sicuani,155,Peru
4622,Puno,155,Peru
4623,Ayaviri,155,Peru
4624,Ilave,155,Peru
4625,Desaguadero,155,Peru
4626,Huarmey,155,Peru
4627,Cajabamba,155,Peru
4628,Jaen,155,Peru
4629,Chota,155,Peru
4630,Tingo Maria,155,Peru
4631,Moyobamba,155,Peru
4632,Juanjui,155,Peru
4633,Tocache,155,Peru
4634,Sechura,155,Peru
4635,Chachapoyas,155,Peru
4636,Caballococha,155,Peru
4637,Puca Urco,155,Peru
4638,Andoas,155,Peru
4639,Soldado Bartra,155,Peru
4640,Nuevo Rocafuerte,155,Peru
4641,Requena,155,Peru
4642,Huanta,155,Peru
4643,Coracora,155,Peru
4644,Chincha Alta,155,Peru
4645,Santiago,155,Peru
4646,San Ramon,155,Peru
4647,Junin,155,Peru
4648,Jauja,155,Peru
4649,Pativilca,155,Peru
4650,Chancay,155,Peru
4651,Chilca,155,Peru
4652,Chiclayo,155,Peru
4653,Juliaca,155,Peru
4654,Cerro de Pasco,155,Peru
4655,Tarapoto,155,Peru
4656,Ayacucho,155,Peru
4657,Callao,155,Peru
4658,Paita,155,Peru
4659,Talara,155,Peru
4660,Tumbes,155,Peru
4661,Puerto Maldonado,155,Peru
4662,Ilo,155,Peru
4663,Moquegua,155,Peru
4664,Huaraz,155,Peru
4665,Cajamarca,155,Peru
4666,Huanuco,155,Peru
4667,Pacasmayo,155,Peru
4668,Salaverry,155,Peru
4669,Gueppi,155,Peru
4670,Contamana,155,Peru
4671,Huancavelica,155,Peru
4672,Pisco,155,Peru
4673,Nasca,155,Peru
4674,Piura,155,Peru
4675,Arequipa,155,Peru
4676,Chimbote,155,Peru
4677,Pucallpa,155,Peru
4678,Iquitos,155,Peru
4679,Huancayo,155,Peru
4680,Cusco,155,Peru
4681,Tacna,155,Peru
4682,Trujillo,155,Peru
4683,Ica,155,Peru
4684,Lima,155,Peru
4685,San Carlos,156,Philippines
4686,Cadiz,156,Philippines
4687,Pagadian,156,Philippines
4688,Ozamis,156,Philippines
4689,Tarlac,156,Philippines
4690,Cabanatuan,156,Philippines
4691,Olongapo,156,Philippines
4692,Dagupan,156,Philippines
4693,San Pablo,156,Philippines
4694,Quezon City,156,Philippines
4695,Pasay City,156,Philippines
4696,Iligan,156,Philippines
4697,Ormac,156,Philippines
4698,Tacloban,156,Philippines
4699,Butuan,156,Philippines
4700,Tagum,156,Philippines
4701,Surigao,156,Philippines
4702,Gingoog,156,Philippines
4703,Legazpi,156,Philippines
4704,Tuguegarao,156,Philippines
4705,Vigan,156,Philippines
4706,Bacolod,156,Philippines
4707,Roxas,156,Philippines
4708,Puerto Princesa,156,Philippines
4709,Naga,156,Philippines
4710,Angeles,156,Philippines
4711,Batangas,156,Philippines
4712,Cotabato,156,Philippines
4713,Calbayog,156,Philippines
4714,Cagayan de Oro,156,Philippines
4715,Zamboanga,156,Philippines
4716,Laoag,156,Philippines
4717,Baguio City,156,Philippines
4718,General Santos,156,Philippines
4719,Cebu,156,Philippines
4720,Iloilo,156,Philippines
4721,Davao,156,Philippines
4722,Manila,156,Philippines
4723,Olsztyn,157,Poland
4724,Elblag,157,Poland
4725,Inowroclaw,157,Poland
4726,Bytom,157,Poland
4727,Opole,157,Poland
4728,Koszalin,157,Poland
4729,Elk,157,Poland
4730,Gdynia,157,Poland
4731,Wroclaw,157,Poland
4732,Szczecin,157,Poland
4733,Zielona Gora,157,Poland
4734,Poznan,157,Poland
4735,Grudziadz,157,Poland
4736,Bydgoszcz,157,Poland
4737,Katowice,157,Poland
4738,Gliwice,157,Poland
4739,Kielce,157,Poland
4740,Bialystok,157,Poland
4741,Lublin,157,Poland
4742,Rzeszow,157,Poland
4743,Lódz,157,Poland
4744,Gdansk,157,Poland
4745,Kraków,157,Poland
4746,Warsaw,157,Poland
4747,Aveiro,158,Portugal
4748,Leiria,158,Portugal
4749,Viana Do Castelo,158,Portugal
4750,Beja,158,Portugal
4751,Evora,158,Portugal
4752,Portalegre,158,Portugal
4753,Santarem,158,Portugal
4754,Braganca,158,Portugal
4755,Castelo Branco,158,Portugal
4756,Guarda,158,Portugal
4757,Viseu,158,Portugal
4758,Vila Real,158,Portugal
4759,Braga,158,Portugal
4760,Covilha,158,Portugal
4761,Horta,158,Portugal
4762,Angra do Heroismo,158,Portugal
4763,Portimao,158,Portugal
4764,Faro,158,Portugal
4765,Coimbra,158,Portugal
4766,Setubal,158,Portugal
4767,Porto,158,Portugal
4768,Funchal,158,Portugal
4769,Ponta Delgada,158,Portugal
4770,Lisbon,158,Portugal
4771,Ponce,159,Puerto Rico
4772,Mayaguez,159,Puerto Rico
4773,Arecibo,159,Puerto Rico
4774,San Juan,159,Puerto Rico
4775,Doha,160,Qatar
4776,Targu Jiu,161,Romania
4777,Slatina,161,Romania
4778,Alexandria,161,Romania
4779,Targoviste,161,Romania
4780,Giurgiu,161,Romania
4781,Slobozia,161,Romania
4782,Alba Lulia,161,Romania
4783,Bistrita,161,Romania
4784,Deva,161,Romania
4785,Zalau,161,Romania
4786,Satu Mare,161,Romania
4787,Rimnicu Vilcea,161,Romania
4788,Sfintu-Gheorghe,161,Romania
4789,Miercurea Cuic,161,Romania
4790,Piatra-Neamt,161,Romania
4791,Braila,161,Romania
4792,Vaslui,161,Romania
4793,Drobeta-Turnu Severin,161,Romania
4794,Tulcea,161,Romania
4795,Arad,161,Romania
4796,Oradea,161,Romania
4797,Sibiu,161,Romania
4798,Suceava,161,Romania
4799,Buzau,161,Romania
4800,Galati,161,Romania
4801,Focsani,161,Romania
4802,Craiova,161,Romania
4803,Calarasi,161,Romania
4804,Resita,161,Romania
4805,Timisoara,161,Romania
4806,Botosani,161,Romania
4807,Baia Mare,161,Romania
4808,Tirgu Mures,161,Romania
4809,Pitesti,161,Romania
4810,Brasov,161,Romania
4811,Ploiesti,161,Romania
4812,Bacau,161,Romania
4813,Cluj-Napoca,161,Romania
4814,Constanta,161,Romania
4815,Iasi,161,Romania
4816,Bucharest,161,Romania
4817,Nazran,162,Russia
4818,Ust' Ordynskiy,162,Russia
4819,Maykop,162,Russia
4820,Mozdok,162,Russia
4821,Georgievsk,162,Russia
4822,Pyatigorsk,162,Russia
4823,Kislovodsk,162,Russia
4824,Nevinnomyssk,162,Russia
4825,Enurmino,162,Russia
4826,Lavrentiya,162,Russia
4827,Zvezdnyy,162,Russia
4828,Mikhalkino,162,Russia
4829,Chernyakhovsk,162,Russia
4830,Severomorsk,162,Russia
4831,Apatity,162,Russia
4832,Polyarnyy,162,Russia
4833,Slantsy,162,Russia
4834,Kolpino,162,Russia
4835,Novozybkov,162,Russia
4836,Dyatkovo,162,Russia
4837,Shuya,162,Russia
4838,Kineshma,162,Russia
4839,Balakhna,162,Russia
4840,Arzamas,162,Russia
4841,Rzhev,162,Russia
4842,Vyshnniy Volochek,162,Russia
4843,Uglich,162,Russia
4844,Yelets,162,Russia
4845,Orekhovo-Zuevo,162,Russia
4846,Klin,162,Russia
4847,Sergiyev Posad,162,Russia
4848,Kolomna,162,Russia
4849,Bataysk,162,Russia
4850,Taganrog,162,Russia
4851,Novocherkassk,162,Russia
4852,Kamensk Shakhtinskiy,162,Russia
4853,Novoshakhtinsk,162,Russia
4854,Aleksin,162,Russia
4855,Novomoskovsk,162,Russia
4856,Shchekino,162,Russia
4857,Nikolayevsk,162,Russia
4858,Shebekino,162,Russia
4859,Gubkin,162,Russia
4860,Apsheronsk,162,Russia
4861,Kropotkin,162,Russia
4862,Ruzayevka,162,Russia
4863,Kirsanov,162,Russia
4864,Michurinsk,162,Russia
4865,Borisoglebsk,162,Russia
4866,Oktyabrskiy,162,Russia
4867,Plast,162,Russia
4868,Bakal,162,Russia
4869,Verkhniy Ufaley,162,Russia
4870,Severnyy,162,Russia
4871,Kirovo-Chepetsk,162,Russia
4872,Krasnoturinsk,162,Russia
4873,Asbest,162,Russia
4874,Alapayevsk,162,Russia
4875,Krasnouralsk,162,Russia
4876,Severouralsk,162,Russia
4877,Novotroitsk,162,Russia
4878,Buguruslan,162,Russia
4879,Chapayevsk,162,Russia
4880,Syzran,162,Russia
4881,Novokuybishevsk,162,Russia
4882,Naberezhnyye Chelny,162,Russia
4883,Zelenodolsk,162,Russia
4884,Leninogorsk,162,Russia
4885,Bugulma,162,Russia
4886,Nefteyugansk,162,Russia
4887,Leninsk Kuznetsky,162,Russia
4888,Anzhero Sudzhensk,162,Russia
4889,Kiselevsk,162,Russia
4890,Mundybash,162,Russia
4891,Chernogorsk,162,Russia
4892,Abaza,162,Russia
4893,Iskitim,162,Russia
4894,Toguchin,162,Russia
4895,Kupina,162,Russia
4896,Zaozernyy,162,Russia
4897,Bogotol,162,Russia
4898,Shilka,162,Russia
4899,Sherlovaya Gora,162,Russia
4900,Petrovsk Zabaykalskiy,162,Russia
4901,Arsenyev,162,Russia
4902,Partizansk,162,Russia
4903,Dalnerechensk,162,Russia
4904,Zemlya Bunge,162,Russia
4905,Khorgo,162,Russia
4906,Put Lenina,162,Russia
4907,Obluchye,162,Russia
4908,Vanino,162,Russia
4909,Omchak,162,Russia
4910,Uglegorsk,162,Russia
4911,Kholmsk,162,Russia
