city_no,city,country_no,country
1720,Anxi,41,China
1721,Minxian,41,China
1722,Jinchang,41,China
1723,Guide,41,China
1724,Qinzhou,41,China
1725,Pingxiang,41,China
1726,Yishan,41,China
1727,Beihai,41,China
1728,Hechi,41,China
1729,Tongren,41,China
1730,Fengjie,41,China
1731,Changping,41,China
1732,Shaowu,41,China
1733,Longyan,41,China
1734,Zhangzhou,41,China
1735,Putian,41,China
1736,Fuan,41,China
1737,Changting,41,China
1738,Nanping,41,China
1739,Ninde,41,China
1740,Jieshou,41,China
1741,Tongling,41,China
1742,Maanshan,41,China
1743,Fuyang,41,China
1744,Yangjiang,41,China
1745,Meizhou,41,China
1746,Heyuan,41,China
1747,Qingyuan,41,China
1748,Zhaoqing,41,China
1749,Lianxian,41,China
1750,Jiangmen,41,China
1751,Maoming,41,China
1752,Gar,41,China
1753,Turpan,41,China
1754,Quiemo,41,China
1755,Koktokay,41,China
1756,Hancheng,41,China
1757,Weinan,41,China
1758,Shuozhou,41,China
1759,Xinzhou,41,China
1760,Jincheng,41,China
1761,Jiexiu,41,China
1762,Changzhi,41,China
1763,Guangshui,41,China
1764,Jingmen,41,China
1765,Zicheng,41,China
1766,Shishou,41,China
1767,Xiaogan,41,China
1768,Puqi,41,China
1769,Yunxian,41,China
1770,Jinshi,41,China
1771,Chenzhou,41,China
1772,Zhijiang,41,China
1773,Xiangtan,41,China
1774,Zigong,41,China
1775,Yaan,41,China
1776,Langzhong,41,China
1777,Rongzhag,41,China
1778,Simao,41,China
1779,Wenshan,41,China
1780,Zhanyi,41,China
1781,Huize,41,China
1782,Chengde,41,China
1783,Cangzhou,41,China
1784,Baoding,41,China
1785,Huanghua,41,China
1786,Dingzhou,41,China
1787,Nangong,41,China
1788,Linqing,41,China
1789,Xiangtai,41,China
1790,Puyang,41,China
1791,Hebi,41,China
1792,Xuchang,41,China
1793,Zhoukou,41,China
1794,Dengzhou,41,China
1795,Tieling,41,China
1796,Chaoyang,41,China
1797,Huanren,41,China
1798,Zhuanghe,41,China
1799,Yishui,41,China
1800,Shanxian,41,China
1801,Pingyi,41,China
1802,Pingdu,41,China
1803,Laiwu,41,China
1804,Buizhou,41,China
1805,Liaocheng,41,China
1806,Rizhao,41,China
1807,Dezhou,41,China
1808,Linchuan,41,China
1809,Fengcheng,41,China
1810,Jian,41,China
1811,Shangrao,41,China
1812,Jingdezhen,41,China
1813,Taizhou,41,China
1814,Shuyang,41,China
1815,Lianyungang,41,China
1816,Lishui,41,China
1817,Jiaojing,41,China
1818,Quzhou,41,China
1819,Fuyu,41,China
1820,Dunhua,41,China
1821,Nongan,41,China
1822,Taonan,41,China
1823,Liuhe,41,China
1824,Huinan,41,China
1825,Panshi,41,China
1826,Jiaohe,41,China
1827,Linjiang,41,China
1828,Wangqing,41,China
1829,Helong,41,China
1830,Shulan,41,China
1831,Jiutai,41,China
1832,Alxa Zuoqi,41,China
1833,Linxi,41,China
1834,Kailu,41,China
1835,Bairin Zuoqi,41,China
1836,Yitulihe,41,China
1837,Yakeshi,41,China
1838,Bugt,41,China
1839,Wuyuan,41,China
1840,Bayan Obo,41,China
1841,Fengzhen,41,China
1842,Suihua,41,China
1843,Shuangyashan,41,China
1844,Shangzhi,41,China
1845,Fujin,41,China
1846,Yian,41,China
1847,Tailai,41,China
1848,Longjiang,41,China
1849,Gannan,41,China
1850,Hailun,41,China
1851,Mishan,41,China
1852,Tieli,41,China
1853,Shuangcheng,41,China
1854,Zhaodong,41,China
1855,Lanxi,41,China
1856,Keshan,41,China
1857,Nancha,41,China
1858,Xinqing,41,China
1859,Hulin,41,China
1860,Boli,41,China
1861,Ningan,41,China
1862,Jyekundo,41,China
1863,Liuzhou,41,China
1864,Xingyi,41,China
1865,Anshun,41,China
1866,Zunyi,41,China
1867,Wanzhou,41,China
1868,Huaibei,41,China
1869,Wuhu,41,China
1870,Luan,41,China
1871,Bengbu,41,China
1872,Anqing,41,China
1873,Foshan,41,China
1874,Nagchu,41,China
1875,Nyingchi,41,China
1876,Chamdo,41,China
1877,Korla,41,China
1878,Kuqa,41,China
1879,Tacheng,41,China
1880,Shihezi,41,China
1881,Karamay,41,China
1882,Aksu,41,China
1883,Sanya,41,China
1884,Haikou,41,China
1885,Hanzhong,41,China
1886,Baoji,41,China
1887,Tongchuan,41,China
1888,Linfen,41,China
1889,Yuci,41,China
1890,Datong,41,China
1891,Jianmen,41,China
1892,Yichang,41,China
1893,Xiantao,41,China
1894,Macheng,41,China
1895,Huangshi,41,China
1896,Zhuzhou,41,China
1897,Yongzhou,41,China
1898,Yiyang,41,China
1899,Changde,41,China
1900,Shaoyang,41,China
1901,Leshan,41,China
1902,Panzhihua,41,China
1903,Fulin,41,China
1904,Guangyuan,41,China
1905,Luzhou,41,China
1906,Yibin,41,China
1907,Zhaotang,41,China
1908,Lijiang,41,China
1909,Yuxi,41,China
1910,Dali,41,China
1911,Qinhuangdao,41,China
1912,Langfang,41,China
1913,Zhangjiakou,41,China
1914,Tangshan,41,China
1915,Anyang,41,China
1916,Jiaozuo,41,China
1917,Kaifeng,41,China
1918,Shangqiu,41,China
1919,Pingdingshan,41,China
1920,Xinyang,41,China
1921,Xinxiang,41,China
1922,Luoyang,41,China
1923,Liaoyang,41,China
1924,Dandong,41,China
1925,Yingkow,41,China
1926,Jinzhou,41,China
1927,Fuxin,41,China
1928,Benxi,41,China
1929,Fushun,41,China
1930,Jining,41,China
1931,Weifang,41,China
1932,Taian,41,China
1933,Heze,41,China
1934,Laiyang,41,China
1935,Xinyu,41,China
1936,Ganzhou,41,China
1937,Jiujiang,41,China
1938,Changzhou,41,China
1939,Zhenjiang,41,China
1940,Nantong,41,China
1941,Jiaxing,41,China
1942,Huzhou,41,China
1943,Shaoxing,41,China
1944,Jinhua,41,China
1945,Liaoyuan,41,China
1946,Tumen,41,China
1947,Siping,41,China
1948,Baicheng,41,China
1949,Wuhai,41,China
1950,Erenhot,41,China
1951,Jining,41,China
1952,Arxan,41,China
1953,Manzhouli,41,China
1954,Xilinhot,41,China
1955,Heihe,41,China
1956,Qitaihe,41,China
1957,Yichun,41,China
1958,Hegang,41,China
1959,Nenjiang,41,China
1960,Nehe,41,China
1961,Mudangiang,41,China
1962,Xuanzhou,41,China
1963,Zhuhai,41,China
1964,Xianyang,41,China
1965,Xiangfan,41,China
1966,Suining,41,China
1967,Lingyuan,41,China
1968,Weihai,41,China
1969,Yichun,41,China
1970,Yancheng,41,China
1971,Fuyang,41,China
1972,Xiamen,41,China
1973,Nanchong,41,China
1974,Neijiang,41,China
1975,Nanyang,41,China
1976,Jinxi,41,China
1977,Yantai,41,China
1978,Zaozhuang,41,China
1979,Suzhou,41,China
1980,Xuzhou,41,China
1981,Wuxi,41,China
1982,Jilin,41,China
1983,Zhangye,41,China
1984,Wuwei,41,China
1985,Dunhuang,41,China
1986,Tianshui,41,China
1987,Dulan,41,China
1988,Golmud,41,China
1989,Yulin,41,China
1990,Bose,41,China
1991,Wuzhou,41,China
1992,Lupanshui,41,China
1993,Quanzhou,41,China
1994,Hefei,41,China
1995,Suzhou,41,China
1996,Zhanjiang,41,China
1997,Shaoguan,41,China
1998,Xigaze,41,China
1999,Shache,41,China
2000,Yining,41,China
2001,Altay,41,China
2002,Shizuishan,41,China
2003,Yulin,41,China
2004,Ankang,41,China
2005,Houma,41,China
2006,Yueyang,41,China
2007,Hengyang,41,China
2008,Mianyang,41,China
2009,Xichang,41,China
2010,Baoshan,41,China
2011,Gejiu,41,China
2012,Shijianzhuang,41,China
2013,Handan,41,China
2014,Anshan,41,China
2015,Dalian,41,China
2016,Qingdao,41,China
2017,Linyi,41,China
2018,Huaiyin,41,China
2019,Wenzhou,41,China
2020,Ningbo,41,China
2021,Tongliao,41,China
2022,Hohhot,41,China
2023,Chifeng,41,China
2024,Ulanhot,41,China
2025,Hailar,41,China
2026,Jiamusi,41,China
2027,Beian,41,China
2028,Daqing,41,China
2029,Jixi,41,China
2030,Jiayuguan,41,China
2031,Xining,41,China
2032,Guilin,41,China
2033,Huainan,41,China
2034,Shantou,41,China
2035,Lhasa,41,China
2036,Hami,41,China
2037,Hotan,41,China
2038,Kashgar,41,China
2039,Yinchuan,41,China
2040,Pingxiang,41,China
2041,Qiqihar,41,China
2042,Shenzhen,41,China
2043,Zibo,41,China
2044,Lanzhou,41,China
2045,Nanning,41,China
2046,Guiyang,41,China
2047,Chongqing,41,China
2048,Fuzhou,41,China
2049,Guangzhou,41,China
2050,Dongguan,41,China
2051,Xian,41,China
2052,Taiyuan,41,China
2053,Wuhan,41,China
2054,Changsha,41,China
2055,Kunming,41,China
2056,Zhengzhou,41,China
2057,Shenyeng,41,China
2058,Jinan,41,China
2059,Tianjin,41,China
2060,Nanchang,41,China
2061,Nanjing,41,China
2062,Hangzhou,41,China
2063,Changchun,41,China
2064,Baotou,41,China
2065,Harbin,41,China
2066,Urumqi,41,China
2067,Chengdu,41,China
2068,Beijing,41,China
2069,Shanghai,41,China
2070,Yopal,42,Colombia
2071,San Andres,42,Colombia
2072,Sonson,42,Colombia
2073,Sogamoso,42,Colombia
2074,Barrancabermeja,42,Colombia
2075,Girardot,42,Colombia
2076,Campoalegre,42,Colombia
2077,Tuquerres,42,Colombia
2078,Mocoa,42,Colombia
2079,Cartago,42,Colombia
2080,Soledad,42,Colombia
2081,Sabanalarga,42,Colombia
2082,Arjona,42,Colombia
2083,Magangue,42,Colombia
2084,Valledupar,42,Colombia
2085,San Jose del Guaviare,42,Colombia
2086,Puerto Lopez,42,Colombia
2087,Yarumal,42,Colombia
2088,Puerto Berrio,42,Colombia
2089,Turbo,42,Colombia
2090,Tunja,42,Colombia
2091,Chiquinquira,42,Colombia
2092,Duitama,42,Colombia
2093,Ayapel,42,Colombia
2094,Lorica,42,Colombia
2095,Socorro,42,Colombia
2096,Riohacha,42,Colombia
2097,Armenia,42,Colombia
2098,Pereira,42,Colombia
2099,Honda,42,Colombia
2100,San Vicente del Caguan,42,Colombia
2101,Florencia,42,Colombia
2102,Guapi,42,Colombia
2103,Neiva,42,Colombia
2104,Garzon,42,Colombia
2105,Ipiales,42,Colombia
2106,Buenaventura,42,Colombia
2107,Tulua,42,Colombia
2108,El Carmen de Bolivar,42,Colombia
2109,Jurado,42,Colombia
2110,Nuqui,42,Colombia
2111,Quibdo,42,Colombia
2112,El Banco,42,Colombia
2113,Cienaga,42,Colombia
2114,Sincelejo,42,Colombia
2115,Tolu,42,Colombia
2116,Arauca,42,Colombia
2117,Tame,42,Colombia
2118,Pamplona,42,Colombia
2119,Ocana,42,Colombia
2120,Orocue,42,Colombia
2121,Obando,42,Colombia
2122,San Martin,42,Colombia
2123,Puerto Carreno,42,Colombia
2124,Bello,42,Colombia
2125,Monteria,42,Colombia
2126,Bucaramanga,42,Colombia
2127,Ibague,42,Colombia
2128,Popayan,42,Colombia
2129,Santa Marta,42,Colombia
2130,Cucuta,42,Colombia
2131,Villavicencio,42,Colombia
2132,Tumaco,42,Colombia
2133,Manizales,42,Colombia
2134,Pasto,42,Colombia
2135,Barranquilla,42,Colombia
2136,Cartagena,42,Colombia
2137,Mitu,42,Colombia
2138,Leticia,42,Colombia
2139,Medellin,42,Colombia
2140,Cali,42,Colombia
2141,Bogota,42,Colombia
2142,Moroni,43,Comoros
2143,Madingou,44,Congo (Brazzaville)
2144,Kinkala,44,Congo (Brazzaville)
2145,Ewo,44,Congo (Brazzaville)
2146,Impfondo,44,Congo (Brazzaville)
2147,Sembe,44,Congo (Brazzaville)
2148,Moloundou,44,Congo (Brazzaville)
2149,Owando,44,Congo (Brazzaville)
2150,Makoua,44,Congo (Brazzaville)
2151,Sibiti,44,Congo (Brazzaville)
2152,Mossendjo,44,Congo (Brazzaville)
2153,Loubomo,44,Congo (Brazzaville)
2154,Gamboma,44,Congo (Brazzaville)
2155,Djambala,44,Congo (Brazzaville)
2156,Ouesso,44,Congo (Brazzaville)
2157,Kayes,44,Congo (Brazzaville)
2158,Pointe-Noire,44,Congo (Brazzaville)
2159,Brazzaville,44,Congo (Brazzaville)
2160,Buluko,45,Congo (Kinshasa)
2161,Zongo,45,Congo (Kinshasa)
2162,Libenge,45,Congo (Kinshasa)
2163,Bongandanga,45,Congo (Kinshasa)
2164,Ikela,45,Congo (Kinshasa)
2165,Binga,45,Congo (Kinshasa)
2166,Basankusu,45,Congo (Kinshasa)
2167,Boende,45,Congo (Kinshasa)
2168,Gbadolite,45,Congo (Kinshasa)
2169,Businga,45,Congo (Kinshasa)
2170,Bosobolo,45,Congo (Kinshasa)
2171,Yangambi,45,Congo (Kinshasa)
2172,Aketi,45,Congo (Kinshasa)
2173,Mongbwalu,45,Congo (Kinshasa)
2174,Bafwasende,45,Congo (Kinshasa)
2175,Bunia,45,Congo (Kinshasa)
2176,Wamba,45,Congo (Kinshasa)
2177,Basoko,45,Congo (Kinshasa)
2178,Kenge,45,Congo (Kinshasa)
2179,Bolobo,45,Congo (Kinshasa)
2180,Kahemba,45,Congo (Kinshasa)
2181,Bulungu,45,Congo (Kinshasa)
2182,Lusanga,45,Congo (Kinshasa)
2183,Mangai,45,Congo (Kinshasa)
2184,Kasongo-Lunda,45,Congo (Kinshasa)
2185,Mushie,45,Congo (Kinshasa)
2186,Dibaya,45,Congo (Kinshasa)
2187,Mweka,45,Congo (Kinshasa)
2188,Luebo,45,Congo (Kinshasa)
2189,Demba,45,Congo (Kinshasa)
2190,Ilebo,45,Congo (Kinshasa)
2191,Moanda,45,Congo (Kinshasa)
2192,Kimpese,45,Congo (Kinshasa)
2193,Kasangulu,45,Congo (Kinshasa)
2194,Mbanza-Ngungu,45,Congo (Kinshasa)
2195,Tshela,45,Congo (Kinshasa)
2196,Mwenga,45,Congo (Kinshasa)
2197,Kampene,45,Congo (Kinshasa)
2198,Kalima,45,Congo (Kinshasa)
2199,Lubutu,45,Congo (Kinshasa)
2200,Kabinda,45,Congo (Kinshasa)
2201,Lubao,45,Congo (Kinshasa)
2202,Lusambo,45,Congo (Kinshasa)
2203,Gandajika,45,Congo (Kinshasa)
2204,Lodja,45,Congo (Kinshasa)
2205,Dilolo,45,Congo (Kinshasa)
2206,Nyunzu,45,Congo (Kinshasa)
2207,Kasaji,45,Congo (Kinshasa)
2208,Luanza,45,Congo (Kinshasa)
2209,Moba,45,Congo (Kinshasa)
2210,Bukama,45,Congo (Kinshasa)
2211,Kaniama,45,Congo (Kinshasa)
2212,Kipushi,45,Congo (Kinshasa)
2213,Kambove,45,Congo (Kinshasa)
2214,Kongolo,45,Congo (Kinshasa)
2215,Kabalo,45,Congo (Kinshasa)
2216,Beni,45,Congo (Kinshasa)
2217,Lisala,45,Congo (Kinshasa)
2218,Gemena,45,Congo (Kinshasa)
2219,Buta,45,Congo (Kinshasa)
2220,Watsa,45,Congo (Kinshasa)
2221,Isiro,45,Congo (Kinshasa)
2222,Bondo,45,Congo (Kinshasa)
2223,Inongo,45,Congo (Kinshasa)
2224,Tshikapa,45,Congo (Kinshasa)
2225,Boma,45,Congo (Kinshasa)
2226,Bukavu,45,Congo (Kinshasa)
2227,Uvira,45,Congo (Kinshasa)
2228,Kindu,45,Congo (Kinshasa)
2229,Mwene-Ditu,45,Congo (Kinshasa)
2230,Likasi,45,Congo (Kinshasa)
2231,Manono,45,Congo (Kinshasa)
2232,Kamina,45,Congo (Kinshasa)
2233,Mbandaka,45,Congo (Kinshasa)
2234,Kisangani,45,Congo (Kinshasa)
2235,Bandundu,45,Congo (Kinshasa)
2236,Kananga,45,Congo (Kinshasa)
2237,Kasongo,45,Congo (Kinshasa)
2238,Mbuji-Mayi,45,Congo (Kinshasa)
2239,Kalemie,45,Congo (Kinshasa)
2240,Butembo,45,Congo (Kinshasa)
2241,Goma,45,Congo (Kinshasa)
2242,Bumba,45,Congo (Kinshasa)
2243,Kikwit,45,Congo (Kinshasa)
2244,Matadi,45,Congo (Kinshasa)
2245,Kolwezi,45,Congo (Kinshasa)
2246,Lubumbashi,45,Congo (Kinshasa)
2247,Kinshasa,45,Congo (Kinshasa)
2248,Rarotonga,46,Cook Islands
2249,Heredia,47,Costa Rica
2250,Cartago,47,Costa Rica
2251,Golfito,47,Costa Rica
2252,Alajuela,47,Costa Rica
2253,Canas,47,Costa Rica
2254,Sixaola,47,Costa Rica
2255,Puntarenas,47,Costa Rica
2256,Ciudad Cortes,47,Costa Rica
2257,Quesada,47,Costa Rica
2258,Liberia,47,Costa Rica
2259,La Cruz,47,Costa Rica
2260,Puerto Limon,47,Costa Rica
2261,San Jose,47,Costa Rica
2262,Sibenik,48,Croatia
2263,Karlovac,48,Croatia
2264,Rijeka,48,Croatia
2265,Slavonski Brod,48,Croatia
2266,Dubrovnik,48,Croatia
2267,Split,48,Croatia
2268,Zadar,48,Croatia
2269,Pula,48,Croatia
2270,Osijek,48,Croatia
2271,Zagreb,48,Croatia
2272,Ciego de Avila,49,Cuba
2273,Palma Soriano,49,Cuba
2274,San Antonio de los Banos,49,Cuba
2275,Guines,49,Cuba
2276,Caibarien,49,Cuba
2277,Placetas,49,Cuba
2278,Cienfuegos,49,Cuba
2279,Nueva Gerona,49,Cuba
2280,Sancti Spiritus,49,Cuba
2281,Moron,49,Cuba
2282,Nuevitas,49,Cuba
2283,Manzanillo,49,Cuba
2284,Bayamo,49,Cuba
2285,Banes,49,Cuba
2286,Las Tunas,49,Cuba
2287,Artemisa,49,Cuba
2288,Matanzas,49,Cuba
2289,Colon,49,Cuba
2290,Sagua la Grande,49,Cuba
2291,Pinar del Rio,49,Cuba
2292,Camaguey,49,Cuba
2293,Guantanamo,49,Cuba
2294,Holguin,49,Cuba
2295,Santa Clara,49,Cuba
2296,Santiago de Cuba,49,Cuba
2297,Havana,49,Cuba
2298,Willemstad,50,Curacao
2299,Larnaka,51,Cyprus
2300,Paphos,51,Cyprus
2301,Lemosos,51,Cyprus
2302,Nicosia,51,Cyprus
2303,Usti Nad Labem,52,Czech Republic
2304,Hradec Kralove,52,Czech Republic
2305,Ceske Budejovice,52,Czech Republic
2306,Liberec,52,Czech Republic
2307,Olomouc,52,Czech Republic
2308,Pizen,52,Czech Republic
2309,Jihlava,52,Czech Republic
2310,Zlin,52,Czech Republic
2311,Brno,52,Czech Republic
2312,Pardubice,52,Czech Republic
2313,Ostrava,52,Czech Republic
2314,Prague,52,Czech Republic
2315,Vejle,53,Denmark
2316,Hillerod,53,Denmark
2317,Soro,53,Denmark
2318,Viborg,53,Denmark
2319,Roskilde,53,Denmark
2320,Svendborg,53,Denmark
2321,Odense,53,Denmark
2322,Esbjerg,53,Denmark
2323,Frederikshavn,53,Denmark
2324,Aalborg,53,Denmark
2325,_rhus,53,Denmark
2326,København,53,Denmark
2327,Dikhil,54,Djibouti
2328,Tadjoura,54,Djibouti
2329,Ali Sabih,54,Djibouti
2330,Obock,54,Djibouti
2331,Djibouti,54,Djibouti
2332,Roseau,55,Dominica
2333,Sabaneta,56,Dominican Republic
2334,Mao,56,Dominican Republic
2335,Cotui,56,Dominican Republic
2336,Puerto Plata,56,Dominican Republic
2337,Dajabon,56,Dominican Republic
2338,Moca,56,Dominican Republic
2339,Salcedo,56,Dominican Republic
2340,Jimani,56,Dominican Republic
2341,Comendador,56,Dominican Republic
2342,Pedernales,56,Dominican Republic
2343,Azua,56,Dominican Republic
2344,Bonao,56,Dominican Republic
2345,Bani,56,Dominican Republic
2346,Hato Mayor,56,Dominican Republic
2347,Monte Plata,56,Dominican Republic
2348,Nagua,56,Dominican Republic
2349,Samana,56,Dominican Republic
2350,San Cristobal,56,Dominican Republic
2351,El Seibo,56,Dominican Republic
2352,Higuey,56,Dominican Republic
2353,Neiba,56,Dominican Republic
2354,La Vega,56,Dominican Republic
2355,San Francisco de Macoris,56,Dominican Republic
2356,San Pedro de Macoris,56,Dominican Republic
2357,Monte Cristi,56,Dominican Republic
2358,Barahona,56,Dominican Republic
2359,Bavaro,56,Dominican Republic
2360,La Romana,56,Dominican Republic
2361,San Juan,56,Dominican Republic
2362,Santiago,56,Dominican Republic
2363,Santo Domingo,56,Dominican Republic
2364,Dili,57,East Timor
2365,Puyo,58,Ecuador
2366,Tulcan,58,Ecuador
2367,Pinas,58,Ecuador
2368,Puerto Villamil,58,Ecuador
2369,Puerto Baquerizo Moreno,58,Ecuador
2370,Guaranda,58,Ecuador
2371,Azogues,58,Ecuador
2372,Salinas,58,Ecuador
2373,Alausi,58,Ecuador
2374,Sangolqui,58,Ecuador
2375,Muisne,58,Ecuador
2376,San Gabriel,58,Ecuador
2377,Macara,58,Ecuador
2378,Zamora,58,Ecuador
2379,Latacunga,58,Ecuador
2380,Milagro,58,Ecuador
2381,Babahoyo,58,Ecuador
2382,Chone,58,Ecuador
2383,Jipijapa,58,Ecuador
2384,Yaupi,58,Ecuador
2385,Macas,58,Ecuador
2386,Cayambe,58,Ecuador
2387,Ambato,58,Ecuador
2388,Tena,58,Ecuador
2389,Valdez,58,Ecuador
2390,San Lorenzo,58,Ecuador
2391,Esmeraldas,58,Ecuador
2392,Ibarra,58,Ecuador
2393,Portoviejo,58,Ecuador
2394,Machala,58,Ecuador
2395,Loja,58,Ecuador
2396,Manta,58,Ecuador
2397,Riobamba,58,Ecuador
2398,Cuenca,58,Ecuador
2399,Santa Cruz,58,Ecuador
2400,Quito,58,Ecuador
2401,Guayaquil,58,Ecuador
2402,Shibin el Kom,59,Egypt
2403,Benha,59,Egypt
2404,Zagazig,59,Egypt
2405,Kafr el Sheikh,59,Egypt
2406,Tanta,59,Egypt
2407,Ismailia,59,Egypt
2408,El Mansura,59,Egypt
2409,Dumyat,59,Egypt
2410,Matruh,59,Egypt
2411,El Alamein,59,Egypt
2412,El Daba,59,Egypt
2413,Salum,59,Egypt
2414,Damanhûr,59,Egypt
2415,Samalut,59,Egypt
2416,Mallawi,59,Egypt
2417,Beni Mazar,59,Egypt
2418,Beni Suef,59,Egypt
2419,Rashid,59,Egypt
2420,Qasr Farafra,59,Egypt
2421,El Qasr,59,Egypt
2422,Isna,59,Egypt
2423,Qena,59,Egypt
2424,Girga,59,Egypt
2425,Sohag,59,Egypt
2426,Berenice,59,Egypt
2427,Bur Safaga,59,Egypt
2428,El Tur,59,Egypt
2429,El Arish,59,Egypt
2430,El Giza,59,Egypt
2431,Siwa,59,Egypt
2432,El Minya,59,Egypt
2433,Kom Ombo,59,Egypt
2434,El Kharga,59,Egypt
2435,Hurghada,59,Egypt
2436,Suez,59,Egypt
2437,Bur Said,59,Egypt
2438,El Faiyum,59,Egypt
2439,Aswan,59,Egypt
2440,Asyut,59,Egypt
2441,Luxor,59,Egypt
2442,Alexandria,59,Egypt
2443,Cairo,59,Egypt
2444,Ahuachapan,60,El Salvador
2445,Cojutepeque,60,El Salvador
2446,Nueva San Salvador,60,El Salvador
2447,Zacatecoluca,60,El Salvador
2448,La Union,60,El Salvador
2449,San Francisco Gotera,60,El Salvador
2450,San Vicente,60,El Salvador
2451,Usulutan,60,El Salvador
2452,Chalatenango,60,El Salvador
2453,Sensuntepeque,60,El Salvador
2454,Sonsonate,60,El Salvador
2455,San Miguel,60,El Salvador
2456,Santa Ana,60,El Salvador
2457,San Salvador,60,El Salvador
2458,Evinayong,61,Equatorial Guinea
2459,Luba,61,Equatorial Guinea
2460,Calatrava,61,Equatorial Guinea
2461,Mongomo,61,Equatorial Guinea
2462,Bata,61,Equatorial Guinea
2463,Malabo,61,Equatorial Guinea
2464,Tessenei,62,Eritrea
2465,Agordat,62,Eritrea
2466,Massawa,62,Eritrea
2467,Keren,62,Eritrea
2468,Mendefera,62,Eritrea
2469,Assab,62,Eritrea
2470,Asmara,62,Eritrea
2471,Haapsalu,63,Estonia
2472,Viljandi,63,Estonia
2473,Kohtla-Jarve,63,Estonia
2474,Narva,63,Estonia
2475,Tartu,63,Estonia
2476,Parnu,63,Estonia
2477,Tallinn,63,Estonia
2478,Awasa,64,Ethiopia
2479,Gore,64,Ethiopia
2480,Debre Birhan,64,Ethiopia
2481,Bati,64,Ethiopia
2482,Adigrat,64,Ethiopia
2483,Aksum,64,Ethiopia
2484,Yirga Alem,64,Ethiopia
2485,Hosaina,64,Ethiopia
2486,Dila,64,Ethiopia
2487,Giyon,64,Ethiopia
2488,Hagere Hiywet,64,Ethiopia
2489,Nekemte,64,Ethiopia
2490,Asela,64,Ethiopia
2491,Shashemene,64,Ethiopia
2492,Dembi Dolo,64,Ethiopia
2493,Gimbi,64,Ethiopia
2494,Asosa,64,Ethiopia
2495,Jijiga,64,Ethiopia
2496,Debre Markos,64,Ethiopia
2497,Dese,64,Ethiopia
2498,Sodo,64,Ethiopia
2499,Arba Minch,64,Ethiopia
2500,Harar,64,Ethiopia
2501,Goba,64,Ethiopia
2502,Jima,64,Ethiopia
2503,Nazret,64,Ethiopia
2504,Nagele,64,Ethiopia
2505,Gode,64,Ethiopia
2506,Dolo Bay,64,Ethiopia
2507,Bahir Dar,64,Ethiopia
2508,Mekele,64,Ethiopia
2509,Dire Dawa,64,Ethiopia
2510,Gonder,64,Ethiopia
2511,Addis Ababa,64,Ethiopia
2512,Fox Bay,65,Falkland Islands
2513,Stanley,65,Falkland Islands
2514,Klaksvik,66,Faroe Islands
2515,Tórshavn,66,Faroe Islands
2516,Palikir,67,Federated States of Micronesia
2517,Nandi,68,Fiji
2518,Lautoka,68,Fiji
2519,Labasa,68,Fiji
2520,Suva,68,Fiji
2521,Hameenlinna,69,Finland
2522,Kouvola,69,Finland
2523,Mikkeli,69,Finland
2524,Savonlinna,69,Finland
2525,Pori,69,Finland
2526,Sodankylä,69,Finland
2527,Jyväskylä,69,Finland
2528,Kuopio,69,Finland
2529,Lappeenranta,69,Finland
2530,Porvoo,69,Finland
2531,Kemijarvi,69,Finland
2532,Kokkola,69,Finland
2533,Lahti,69,Finland
2534,Joensuu,69,Finland
2535,Turku,69,Finland
2536,Kemi,69,Finland
2537,Oulu,69,Finland
2538,Rovaniemi,69,Finland
2539,Vaasa,69,Finland
2540,Tampere,69,Finland
2541,Helsinki,69,Finland
2542,Annecy,70,France
2543,Roanne,70,France
2544,Roura,70,France
2545,Sinnamary,70,France
2546,St.-Brieuc,70,France
2547,Poitier,70,France
2548,Angers,70,France
2549,Biarritz,70,France
2550,Aix-en-Provence,70,France
2551,Perpignan,70,France
2552,Tarbes,70,France
2553,Clermont-Ferrand,70,France
2554,Melun,70,France
2555,Arras,70,France
2556,Besancon,70,France
2557,Saint-Georges,70,France
2558,Saint-Etienne,70,France
2559,Grenoble,70,France
2560,Fort-de-France,70,France
2561,Saint-Laurent-du-Maroni,70,France
2562,Iracoubo,70,France
2563,Cherbourg,70,France
2564,Caen,70,France
2565,Lorient,70,France
2566,Brest,70,France
2567,Le Mans,70,France
2568,Nantes,70,France
2569,Agen,70,France
2570,Ajaccio,70,France
2571,Bastia,70,France
2572,Toulon,70,France
2573,Beziers,70,France
2574,Montpellier,70,France
2575,Nimes,70,France
2576,Vichy,70,France
2577,Nevers,70,France
2578,Auxerre,70,France
2579,Dijon,70,France
2580,Bourges,70,France
2581,Tours,70,France
2582,Orleans,70,France
2583,Dieppe,70,France
2584,Rouen,70,France
2585,Versailles,70,France
2586,Brive,70,France
2587,Troyes,70,France
2588,Reims,70,France
2589,Calais,70,France
2590,Amiens,70,France
2591,Mulhouse,70,France
2592,Nancy,70,France
2593,Metz,70,France
2594,Pointe-a-Pitre,70,France
2595,Basse-terre,70,France
2596,St.-Benoit,70,France
2597,Dzaoudzi,70,France
2598,Rennes,70,France
2599,Nice,70,France
2600,Toulouse,70,France
2601,Limoges,70,France
2602,Lille,70,France
2603,Strasbourg,70,France
2604,Kourou,70,France
2605,La Rochelle,70,France
2606,Bordeaux,70,France
2607,Marseille,70,France
2608,Le Havre,70,France
2609,St.-Denis,70,France
2610,Lyon,70,France
